0.75,2.6,1360,150,11.8817234886803,1045.5,166,1056.25,113,1692,1267.5,13.599999904633,48.875000953674,0.757753825129361
0.791666666666667,2,1292.25,112,9.3971648895816,954.75,103,1173.75,92,1558.75,972.25,13.299999952316,47.699999809265,0.725487449242467
0.833333333333333,2.2,1402,88,8.9978168713268,939.25,131,1140,114,1554.5,1074,11.900000095367,53.97500038147,0.750239067398195
0.875,2.2,1375.5,80,9.22879642140727,948.25,172,1092,122,1583.75,1203.25,11,60,0.786712533085925
0.916666666666667,1.6,1272.25,51,6.51822366907414,835.5,131,1205,116,1490,1110,11.150000095367,59.575000762939,0.788794231866759
0.958333333333333,1.2,1197,38,4.74101236247875,750.25,89,1336.5,96,1393,949.25,11.175000190735,59.175000190735,0.784771664339745
0,1.2,1185,31,3.62439918979752,689.5,62,1461.75,77,1332.75,732.5,11.324999809265,56.77499961853,0.760311939284329
0.0416666666666667,1,1136.25,31,3.3266769916608,672,62,1453.25,76,1332.75,729.5,10.674999952316,60,0.770238457823045
0.0833333333333333,0.9,1094,24,2.33941619508671,608.5,45,1579,60,1276,619.5,10.650000095367,59.674999237061,0.76481872568612
0.208333333333333,0.7,1066,8,1.13343057118786,512,16,1918,28,1182,421.75,10.999999761581,56.175000190735,0.73655960018064
0.25,0.7,1051.75,16,1.60376787972881,553.25,34,1738.25,48,1221.25,471.5,10.450000047684,58.125,0.735295083024728
0.291666666666667,1.1,1144,29,3.24361814731007,667,98,1489.75,82,1339,729.75,10.200000047684,59.599999427795,0.741736162856327
0.333333333333333,2,1333.25,64,8.01377298709061,899.75,174,1136,112,1517,1101.5,10.75,57.425000190735,0.740794575739977
0.375,2.2,1351,87,9.54064292532022,960.25,129,1079,101,1582.75,1027.75,10.5,60.599998474121,0.769110792757908
0.416666666666667,1.7,1233.25,77,6.33578243722282,827.25,112,1218,98,1445.75,859.75,10.799999952316,58.35000038147,0.75518308265229
0.458333333333333,1.5,1178.75,43,4.97158376146257,762,95,1327.5,92,1361.75,670.5,10.499999761581,57.925000190735,0.735160779631515
0.5,1.6,1236,61,5.21691899988497,774.25,104,1301.25,95,1401.25,664,9.5249998569489,66.774998664856,0.795053788514204
0.541666666666667,1.9,1285.5,63,7.26993335753569,868.5,146,1162.25,112,1536.75,799,8.299999833107,76.425001144409,0.839268067750277
